year,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
0.03999999999999204,9.969230795373235e-13,0.2820450754715965,0.0440881763527054,0.5245454545454545,0.6151468684874957,0.14287773321915775,0.5027194423879087,0.5154365138672417,0.4999155636882786,0.49931565440547476,0.5758928571428572,0.49923593588403475
0.03999999999999204,1.6663590087352756e-11,0.6131135890514312,0.09018036072144286,0.28909090909090907,0.29005924587499365,0.0330996125378348,0.6835443037974683,0.19619403672333743,0.5203377776941649,1.0,0.6651785714285714,0.6298612292269058
0.03999999999999204,1.2564102256410285e-07,0.5394106205850137,0.08416833667334667,0.3418181818181818,0.5997718895606414,0.16041103207372803,0.17721518987341772,0.21978350449431003,0.35522239447809667,0.8000000000000002,0.9330357142857142,0.7779667630491551
0.0799999999999983,5.641025610256427e-07,0.6829471805493093,0.1683366733466934,0.9609090909090908,0.48946806347177024,0.1495841352471873,0.7848101265822784,0.43991929457480194,0.36513694404765273,1.0,0.9776785714285714,0.05887002371209317
0.0799999999999983,4.35897432820514e-07,0.27654709506256736,1.0,0.6781818181818182,0.72300467520164,0.9005739866211095,0.6708860759493671,0.0942737579264257,0.4684770568687947,0.6,0.40624999999999994,0.49923593588403475
0.0799999999999983,7.69199982805273e-11,0.40759769531644185,0.11222444889779559,0.3627272727272728,0.5662264809929594,0.1612588705096357,0.860759493670886,0.5663684693725046,0.2797192862176313,0.4,0.5011845587183521,0.2715484897297622
0.0799999999999983,2.0512820205128258e-07,0.42777620744789957,0.4348697394789579,0.43454545454545457,0.5700702257246729,0.33412464920684715,0.430379746835443,0.14602771313277962,0.21794401582270506,0.6,0.36160714285714285,0.9481135379043313
0.11999999999999034,2.56410253333334e-07,0.23210123662991192,0.376753507014028,0.49770679646456994,0.3063660417065057,0.08217250120816977,0.5822784810126582,0.20881995003949866,0.24311171857619351,0.6,0.41964285714285715,0.929083832754705
0.11999999999999034,4.6153845846153974e-07,0.4278801608589946,0.24849699398797592,0.4236363636363636,0.2434684006421019,0.022272715711294057,0.2784810126582278,0.19619403672333743,0.7079515618565333,0.20000000000000007,0.40178571428571425,0.6645289097439695
0.11999999999999034,1.1791795133411715e-11,0.29338754765997166,0.5410821643286573,0.49770679646456994,0.5327975495383596,0.29336555546623744,0.10126582278481011,0.044964451181758014,0.35712903862608825,0.20000000000000007,0.03125,0.9310148175569541
0.11999999999999034,8.717641499410682e-11,0.7596878986955055,0.47895791583166325,0.45272727272727276,0.5018146374584865,0.29013879115195806,0.26582278481012656,0.09328095309264042,0.7056635888789434,0.8000000000000002,0.9375,0.3868172768111737
0.11999999999999034,4.871794841025655e-07,0.5303204723036987,0.6833667334669338,0.4036363636363637,0.5594708084341901,0.452313327172374,0.8860759493670887,0.18203557016888358,0.41356570540663806,0.0,0.25892857142857145,0.49923593588403475
0.11999999999999034,1.0512820482051314e-06,0.4965818152138374,0.7094188376753506,0.1727272727272727,0.538621405192471,0.29336555546623744,0.5027194423879087,0.19619403672333743,0.4999155636882786,0.6,0.20982142857142855,0.3947513231748192
0.1599999999999966,1.9999999969230833e-06,0.6826122195580029,0.07014028056112226,0.052727272727272734,0.4813146655560142,0.10580175841691608,0.6455696202531646,0.5256207699041355,0.3144202097110775,1.0,0.5011845587183521,0.3028344455672393
0.1599999999999966,3.5894360082286145e-11,0.38773104341826947,0.0440881763527054,0.3854545454545455,0.6512547735429868,0.15570552875444055,0.7974683544303798,0.6904477229540747,0.7826920124578021,0.20000000000000007,0.8348214285714284,0.855176139831314
0.1599999999999966,2.820512817435906e-06,0.4518587476849283,0.8917835671342684,0.9790909090909091,0.43984881329874054,0.36981864735855935,0.7468354430379747,0.11891239831756942,0.4543678901736572,0.49931565440547476,0.90625,0.3280773194329108
0.20000000000000284,2.564102561025649e-06,0.3456183615457482,0.18637274549098193,0.31545454545454543,0.5839310021814582,0.21011979957099375,0.5027194423879087,0.19619403672333743,0.5516067417212263,0.0,0.5011845587183521,0.16204264174729113
0.20000000000000284,5.384615381538477e-06,0.29531646095473607,0.49406472458915274,0.49770679646456994,0.4367039312455203,0.09231264890162531,0.6582278481012658,0.19619403672333743,0.6690560212375057,0.0,0.08035714285714285,0.9906252188616195
0.20000000000000284,6.922769410336573e-11,0.42113473951682445,0.014028056112224463,0.39727272727272733,0.7729733567139164,0.17413753635107293,0.1265822784810126,0.2634775925016547,0.430725502738562,0.6,0.37499999999999994,0.5181842739797297
0.20000000000000284,5.128174435389491e-10,0.3770931443495388,0.4889779559118236,0.9927272727272728,0.6264451484564719,0.29336555546623744,0.7215189873417721,0.2031300040566219,0.4116590612586465,0.8000000000000002,0.8660714285714284,0.49923593588403475
0.23999999999999488,3.8461232297544107e-10,0.43297387800265397,0.46092184368737477,0.49770679646456994,0.2406729499281284,0.03144632758781487,0.8481012658227847,0.24561778081431343,0.3453078449085406,0.20000000000000007,0.37499999999999994,0.31816226275400455
0.23999999999999488,9.486871917126837e-11,0.3399702262095817,0.8316633266533064,0.49770679646456994,0.7011069779421809,0.7410531849050845,0.5027194423879087,0.05123086448747784,0.42271759731699754,1.0,0.32142857142857145,0.5087294520205305
0.28000000000000114,2.820512817435906e-06,0.6906397329703458,0.39078156312625245,0.40454545454545454,0.7360501118668497,0.453305298142386,0.6962025316455696,0.23558297926852703,0.2877271916391958,0.0,0.42857142857142855,0.3016138230497554
0.28000000000000114,9.999999996923108e-06,0.40876428359650896,0.49406472458915274,0.23454545454545458,0.6118855093211932,0.421290918802513,0.5027194423879087,0.14904882891730897,0.2728553672848617,0.8000000000000002,0.24999999999999994,0.14332309477833696
0.28000000000000114,1.1282051251282085e-06,0.4041903335083251,0.5731462925851702,0.6554545454545455,0.2637354183184098,0.06318092024383833,0.5027194423879087,0.12458099365885944,0.27704998441044315,0.0,0.7723214285714284,0.49923593588403475
0.28000000000000114,8.71794871487182e-06,0.6599388255602631,0.10821643286573146,0.5445454545454546,0.6227178808378406,0.1844896436535054,0.17721518987341772,0.1998633558938446,0.2709487231368702,0.20000000000000007,0.0267857142857143,0.6418873625549031
0.3199999999999932,1.333333333025645e-05,0.3356272837016092,0.46292585170340683,0.49770679646456994,0.28842856629184244,0.07757721688555029,0.5027194423879087,0.19619403672333743,0.5161431605685834,0.8000000000000002,0.20089285714285715,0.6430879748671823
0.3199999999999932,1.5641025333333372e-07,0.7325791591577085,0.0821643286573146,0.2554545454545455,0.3762523095558433,0.0674964178826083,0.25316455696202533,0.26702179900506007,0.4966953902590696,0.8000000000000002,0.7410714285714284,0.8597984972335893
0.3199999999999932,1.7179487148718e-06,0.5790630717282845,0.751503006012024,0.029090909090909098,0.4845760247223166,0.3838164599353947,0.8860759493670887,0.166438926489741,0.5828757057482877,0.6,0.5011845587183521,0.7072406927533043
0.3199999999999932,1.076919966376761e-09,0.34902572335386495,0.19639278557114226,0.4254545454545454,0.6256298086648964,0.23967544744673455,0.5027194423879087,0.19619403672333743,0.4999155636882786,1.0,0.37499999999999994,0.2633242953906493
0.3199999999999932,4.615384612307706e-06,0.5547379735320339,0.49406472458915274,0.8572727272727273,0.4226102005625706,0.2246263152093737,0.379746835443038,0.1128594914277174,0.30717496194870963,0.4,0.23660714285714285,0.8848112537394072
0.35999999999999943,2.2051282048205198e-05,0.7360442728608781,0.3707414829659318,0.3263636363636364,0.5387378823055533,0.27411464471330343,0.5027194423879087,0.19619403672333743,0.734644579928415,0.20000000000000007,0.9464285714285714,0.48802889473631555
0.35999999999999943,3.589712835794974e-10,0.33359441699574965,0.7955911823647294,0.17545454545454545,0.23240307489929013,0.036813144887110315,0.6582278481012658,0.11882699575122233,0.4999155636882786,0.49931565440547476,0.5625,0.4535613162712984
0.35999999999999943,3.0769201222658494e-09,0.4475851074510191,0.6513026052104208,0.2263636363636364,0.3969852356844802,0.23473254936539295,0.7468354430379747,0.16260648632491406,0.5348282732189006,0.4,0.5011845587183521,0.459604398243104
0.35999999999999943,4.358974355897449e-06,0.38173639671178605,0.905811623246493,0.13727272727272727,0.3945392163097533,0.3017796128769702,0.8354430379746836,0.13049512137839742,0.2637034753745023,0.6,0.5011845587183521,0.6041481155389249
0.35999999999999943,1.615384615076928e-05,0.2903959994962353,0.49406472458915274,0.49770679646456994,0.5064737219817756,0.381629036770753,0.35443037974683544,0.08116446399214296,0.4999155636882786,0.4,0.5011845587183521,0.49923593588403475
0.3999999999999915,4.6153540295516697e-10,0.6409731032249147,0.7114228456913827,0.9636363636363635,0.3354853199770631,0.17002551993692083,0.06329113924050633,0.022834511177060868,0.4970767190886679,1.0,0.6785714285714284,0.9416302314180233
0.3999999999999915,2.5641025637948796e-05,0.7596647979374843,0.24048096192384766,0.49770679646456994,0.6769962155341595,0.29336555546623744,0.15189873417721517,0.11944616435723893,0.29649775471995693,0.49931565440547476,0.5848214285714286,0.49923593588403475
0.3999999999999915,4.358974355897449e-06,0.43310093217177015,0.9458917835671341,0.5345454545454545,0.2331019375777835,0.043951944517452754,0.5027194423879087,0.19619403672333743,0.40098185402989384,1.0,0.6071428571428572,0.49923593588403475
0.4399999999999977,8.71794871487182e-06,0.3955622003874327,0.45691382765531063,0.5136363636363637,0.624930945986403,0.29336555546623744,0.4430379746835442,0.14317740248094454,0.4999155636882786,0.0,0.6383928571428572,0.6517223784129906
0.4399999999999977,1.1282050974358998e-07,0.7627949506493475,0.8356713426853706,0.9172727272727274,0.6321525269975011,0.6401519326477147,0.9746835443037973,0.1644639921429639,0.6114753679681609,0.6,0.9776785714285714,0.5181842739797297
0.4399999999999977,7.179483980298068e-09,0.2669949316208299,0.721442885771543,0.5681818181818181,0.2794598285845108,0.09689097645552663,0.5027194423879087,0.06396652219399193,0.6286351653000849,0.49931565440547476,0.08035714285714285,0.1061641437132938
0.4399999999999977,8.205128174358998e-07,0.6271357491702575,0.056112224448897796,0.49770679646456994,0.6294735533966098,0.15538335014879565,0.7468354430379747,0.6230437474646113,0.4999155636882786,0.6,0.25446428571428575,0.9786391059440316
0.4399999999999977,5.128205125128221e-06,0.5909484117301562,0.49406472458915274,0.10090909090909089,0.35831483414118004,0.29336555546623744,0.45569620253164556,0.27881802848175585,0.7285433186548421,0.0,0.6607142857142856,0.49923593588403475
0.4399999999999977,4.3589743586666794e-05,0.24249657773942077,0.7274549098196392,0.49770679646456994,0.6496240939598356,0.596547601888984,0.49367088607594933,0.10020923628755043,0.5329216290709091,0.4,0.42410714285714285,0.8820298352159602
0.4399999999999977,8.717948717641051e-05,0.7091780912823031,0.3927855711422845,0.09272727272727274,0.41923236428318594,0.29336555546623744,0.4177215189873418,0.1553152422230288,0.5493187687436364,0.0,0.05357142857142855,0.053707390769292346
0.4399999999999977,1.1282050974358998e-07,0.34784758469478727,0.24849699398797592,0.8254545454545454,0.39418978497050666,0.12057110397042739,0.8860759493670887,0.3930973375749941,0.328529376406215,0.8000000000000002,0.71875,0.6941340083442556
0.47999999999998977,3.846153538461539e-08,0.4971824349223867,0.45490981963927857,0.22,0.29879502935616087,0.08647104207822158,0.5189873417721519,0.16331105749727778,0.32433475928063354,0.49931565440547476,0.5011845587183521,0.061821528979779695
0.47999999999998977,0.0001717948717917954,0.5100842082771883,0.8517034068136271,0.49770679646456994,0.6358797946161325,0.6557945517902108,0.6835443037974683,0.11464227000021349,0.5378789038556872,0.49931565440547476,0.5044642857142856,0.8117940149476234
0.47999999999998977,1.307691975546806e-08,0.3428809217202442,0.1743486973947896,0.16090909090909092,0.6478769372636022,0.2383189059492823,0.5569620253164557,0.329536477571151,0.6091873949905711,0.20000000000000007,0.28571428571428575,0.6922930694654275
0.47999999999998977,2.56410253333334e-07,0.7553103050505012,0.7094188376753506,0.14272727272727273,0.7022717490730033,0.6544888805989131,0.6708860759493671,0.13582210645429893,0.32471608811023184,0.4,0.6964285714285714,0.1600416212268257
0.47999999999998977,5.3846153843077084e-05,0.30047948037245886,0.07214428857715433,0.49770679646456994,0.3872011581855729,0.0693362272885279,1.0,0.7412729252514039,0.4999155636882786,0.0,0.6205357142857142,0.9181482556103614
0.47999999999998977,1.5128205125128251e-05,0.27119926958067564,0.3246492985971944,0.49770679646456994,0.5470077573343914,0.29336555546623744,0.9113924050632911,0.3390375130772679,0.6358804130624528,0.8000000000000002,0.16964285714285715,0.7756255690402106
0.47999999999998977,1.512817368651065e-09,0.31526396550598246,0.9839679358717435,0.49770679646456994,0.21190310299681778,0.009029479342416508,0.5027194423879087,0.0671370924696287,0.4999155636882786,0.0,0.04017857142857145,0.3417342844850874
0.47999999999998977,5.384615381538477e-06,0.22683426380109414,0.49406472458915274,0.9,0.32500237979966246,0.04715677380518369,0.2784810126582278,0.2777184704400367,0.36323029989966116,0.4,0.6473214285714286,0.49923593588403475
0.519999999999996,1.6923076892307743e-06,0.7502281382858524,0.49406472458915274,0.1281818181818182,0.5131129174274628,0.34345087200183133,0.5063291139240506,0.19619403672333743,0.5912649399994505,0.8000000000000002,0.25446428571428575,0.43566218771573506
0.519999999999996,5.384615381538477e-06,0.6000616607694923,0.9599198396793587,0.49770679646456994,0.5703031799508373,0.6129871891612334,0.012658227848101222,0.002893011935008648,0.4999155636882786,1.0,0.04910714285714285,0.10716465397352651
0.519999999999996,7.94871794841028e-05,0.5601551012879891,0.6492985971943888,0.5772727272727273,0.471064679604778,0.3256293080790525,0.7974683544303798,0.19619403672333743,0.25073829516815976,0.20000000000000007,0.8794642857142856,0.978408988584178
0.519999999999996,1.66666663589744e-07,0.24069471861377253,0.9138276553106213,0.32818181818181824,0.42796814776435316,0.3581015201743156,0.31645569620253167,0.05057966991908107,0.3540784079893017,0.49931565440547476,0.9241071428571428,0.6903420744579736
0.519999999999996,1.5384612307692246e-08,0.4131418772415132,0.9098196392785571,0.30272727272727273,0.75853019469172,0.29336555546623744,0.7848101265822784,0.12217904648034672,0.268279421329682,0.0,0.5267857142857142,0.7024182332989826
0.0,8.97435894358977e-07,0.6334538064890367,0.3486973947895792,0.017272727272727273,0.6366951344077081,0.3415771490584754,0.5027194423879087,0.1628733693447488,0.3597983404332764,0.6,0.7901785714285714,0.9663328297431691
0.03999999999999204,5.6407179181406714e-11,0.6098217310334201,0.6713426853707415,0.8363636363636363,0.4047892022609895,0.25020560082070764,0.5027194423879087,0.18750133441509914,0.48563685420071867,0.6,0.5011845587183521,0.6199561776506018
0.03999999999999204,2.5640718330788167e-10,0.4676365654133605,0.5270541082164328,0.5327272727272727,0.3541216580702198,0.29336555546623744,0.8227848101265822,0.2141469351154002,0.4999155636882786,0.4,0.6830357142857142,0.23981230427518038
0.03999999999999204,2.5640718330788167e-10,0.21538783820162385,0.3747494989979959,0.7445454545454545,0.5516668418576807,0.28685765640499544,0.45569620253164556,0.17247048273800628,0.6835465167622415,0.20000000000000007,0.78125,0.9932265455382245
0.03999999999999204,2.538461535384623e-06,0.7369567528027129,0.5931863727454909,0.4672727272727273,0.6194565216715382,0.29336555546623744,0.6075949367088608,0.14749023208147405,0.40021919637069725,0.4,0.5714285714285714,0.6488509139661228
0.0799999999999983,3.5897435866666777e-06,0.7426972911709638,0.9278557114228456,0.5372727272727272,0.35784892568885107,0.24770447743478002,0.6329113924050632,0.19619403672333743,0.6515148950759835,0.20000000000000007,0.5011845587183521,0.265945632272459
0.0799999999999983,3.5897435589743687e-07,0.47144819048684716,0.49406472458915274,0.6,0.34445405768439474,0.07920506668249298,0.9493670886075949,0.4662339603305079,0.5020339938734459,0.20000000000000007,0.7544642857142856,0.6500315160731974
0.0799999999999983,2.5640718330788167e-10,0.6956987989769734,0.49406472458915274,0.5263636363636364,0.6164281167314002,0.5182582007172714,0.5027194423879087,0.07215449324252193,0.7735401205474426,1.0,0.78125,0.7038489629711153
0.0799999999999983,8.461230723370168e-11,0.5798369471219924,0.9899799599198396,0.35818181818181827,0.7435046471041123,0.9284848279311895,0.49367088607594933,0.07021158485812498,0.4993646920662578,0.6,0.19642857142857145,0.5949534262473862
